"id","sex","name","last_name","email_addr","phone","date_of_birth","passport","locality_koatuu","locality_katottg","locality_type","locality_name","postal_code"
"476373133","False","Ярина","Романчук","liliiafastenko@yemelianenko.info","0679893621","2021-11-09","048259517","8417545546","UA01000000000530854","селище","Жмеринка","29328"
"687254675","True","Богдан","Безбородько","bohuslavprymachenko@reva.com","+38(093)830-71-33","2003-11-04","501794966","8356913105","UA01000000000102181","місто","Радивилів","97189"
"636624294","False","Ада","Юрчук","vadymzabashta@akymenko.укр","063 190 76 69","2021-04-29","ТН 744416","8371782028","UA01000000000712255","селище","Пологи ","47501"
"336504025","True","Володимир","Базилевський","samoilenkosolomiia@romanets.com","+380935977090","2022-10-07","ВН 067772","8421872901","UA01000000000322512","село","Арциз","33713"
"644448640","False","Оксенія","Височан","makar22@azhazha.ua","+38(097)529-17-04","2013-03-20","ВР 086401","8260549932","UA01000000000956111","місто","Суми","55427"
"171968075","False","Єва","Шутько","frants76@baidak-okhrymovych.org","+380500066414","2016-09-11","514064287","8216887288","UA01000000000418118","місто","Охтирка","50997"
"986259347","True","Мирослав","Ткаченко","symonshcherbak@vakhnii-holyk.info","0979343288","2013-08-19","999493801","8058852371","UA01000000000773355","хутір","Бурштин ","82386"
"489261221","True","Ігнат","Малик","marianachaika@pelekh.org","0987626137","2000-04-10","303659766","8442230428","UA01000000000953672","село","Горлівка","78736"
"421515417","False","Орина","Пушкар","havryletsdaryna@tkachenko-ivasiuk.org","067 235 96 35","2011-08-07","368526506","8285807969","UA01000000000941878","село","Суходільськ","73223"
"781677899","False","Віра","Годунок","leopold51@saienko.укр","(093)426-13-95","2002-02-22","636666599","8351386912","UA01000000000610019","хутір","Броди","91279"
"982572261","True","Пилип","Давиденко","symonenkoanton@vlokh-demydenko.com","(092)560-82-25","2023-11-08","402094338","8182517190","UA01000000000259709","село","Мукачево","52571"
"641327520","True","Гаврило","Дейнеко","hredko@tarasenko.org","+380738675712","2024-01-14","754662674","8233774214","UA01000000000811518","селище","Шахтарськ","34121"
"385652578","True","Вадим","Гук","andrii14@pustovit.info","+380670025600","2002-06-06","526170992","8360309453","UA01000000000031250","селище","Залізне","85149"
"196455649","True","Гаврило","Засядько","anita61@verhun.net","0957322242","2011-03-30","210019097","8081140840","UA01000000000030811","селище","Антрацит ","66587"
"394872842","True","Єфрем","Колодуб","marynakarpenko@shynkarenko.укр","(094)411-71-76","2016-01-30","782680372","8342166387","UA01000000000548357","селище","Шахтарськ","90491"
"919623513","True","Данило","Затовканюк","iatamaniuk@ilchenko.org","095 503 60 34","2020-05-04","124756027","8097532652","UA01000000000426854","хутір","Часів Яр","43834"
"737447015","True","Соломон","Ющенко","anzhelatovstolis@shcherbak-cherednyk.ua","+38(067)237-15-45","2002-09-02","010584917","8411804763","UA01000000000906836","хутір","Горохів","35801"
"770152862","True","Августин","Дубенко","ibashpolchenko@liashko.info","+380970169498","2017-07-01","834607734","8411371086","UA01000000000967225","селище","Глобине","10727"
"643442398","True","Левко","Аврамчук","ielysei32@danyliuk-zasukha.net","(050)238-38-70","2008-08-27","ВХ 452458","8016744987","UA01000000000896342","село","Бахмут","21758"
"930738183","True","Давид","Левченко","dandriievych@babii-galagan.org","(094)328-00-40","2001-09-25","638409669","8174887049","UA01000000000509066","хутір","Ізяслав","66487"
"191054721","True","Демʼян","Захарченко","lupiioksana@mykhailychenko.ua","095 870 68 03","2003-03-08","261937987","8269881354","UA01000000000730392","місто","Гірське","96210"
"933003601","False","Амалія","Андрощук","drozdenkoazar@cherednyk.org","+38(067)069-90-47","2004-11-08","172025250","8150316053","UA01000000000676347","село","Вільнянськ","18302"
"699043448","True","Максим","Міщенко","orysia08@rebryk.org","+380915898758","2010-08-10","120479498","8382606623","UA01000000000369375","хутір","Гадяч","39804"
"106974531","False","Сніжана","Єсипенко","valentynandriishyn@andriiovych.ua","(092)706-55-08","2017-09-20","ТМ 696147","8242778273","UA01000000000095193","місто","Сарни","97018"
"900362421","True","Лукʼян","Щириця","eduard01@zasiadko.ua","+380958956697","2020-06-30","801007827","8496489830","UA01000000000954531","селище","Євпаторія","60819"
"704375303","False","Єва","Бебешко","orlykzynovii@franchuk-hohol-yanovskyi.укр","+38(091)425-89-20","2005-08-29","МС 358795","8485296939","UA01000000000436069","селище","Донецьк","87606"
"598033270","False","Оксенія","Євтушенко","iaroslavavysochan@filipenko-chernenko.com","094 147 36 44","2004-08-20","058430287","8133707106","UA01000000000609044","місто","Борзна","29943"
"32978429","False","Едита","Безбородько","babakleopold@yakymenko.net","+380947214543","2012-09-08","046686337","8444639105","UA01000000000797004","село","Болград","81698"
"46922649","True","Валерій","Піддубний","opanas18@taran.org","(098)097-96-21","2013-07-04","921691446","8025781756","UA01000000000263849","хутір","Помічна","98914"
"898535334","False","Тетяна","Доценко","mbairak@yevdokymenko.com","(094)960-21-88","2017-05-03","ТХ 301271","8123661918","UA01000000000368619","селище","Білозерське","51440"
"486275487","False","Ярослава","Прокопович","fursdanylo@bebeshko.укр","0940323075","2000-04-16","290222458","8379524744","UA01000000000554264","село","Куп'янськ","58376"
"504201640","False","Роксолана","Заєць","vyshniakiryna@khomyk.укр","(097)789-17-49","2008-01-30","ТВ 602235","8246294188","UA01000000000169813","селище","Городенка","05913"
"956354658","True","Варфоломій","Даценко","msych@bazavluchenko.info","+380943330219","2003-07-18","921600734","8393636236","UA01000000000520887","селище","Рубіжне","75734"
"531052037","False","Лариса","Євтушенко","rnazarenko@malyshko.укр","0952797190","2016-06-28","АК 173038","8315633861","UA01000000000796761","село","Люботин","62594"
"809213193","True","Богдан","Непорожній","evasylevych@kybkalo.ua","0955767517","2017-07-05","НХ 880964","8342973389","UA01000000000573912","село","Здолбунів","84696"
"380829162","True","Алевтин","Кальченко","zdatsenko@tsybulenko.net","0987972291","2003-12-03","КК 490947","8226070084","UA01000000000054654","селище","Волноваха","83466"
"726720212","True","Леопольд","Перебийніс","aiermolenko@shelest.info","+380915159374","2023-10-17","801169900","8232655826","UA01000000000151073","хутір","Костопіль","12051"
"224289326","False","Володимира","Єрмоленко","hennadiishamrai@makarenko.ua","(092)472-68-46","2010-02-11","ХЕ 746901","8015542074","UA01000000000385191","селище","Вільногірськ","70316"
"256738028","False","Володимира","Безбородько","dmytroshablii@ivanenko-asaula.org","0670268855","2010-05-23","243283309","8198622571","UA01000000000031721","місто","Волочиськ","80840"
"196791392","False","Наталія","Слюсар","vadym95@shapoval-reva.org","(073)879-45-10","2006-07-27","ОЕ 752612","8421916264","UA01000000000534677","селище","Добромиль","53614"
"424126215","False","Ганна","Єресько","iukhym36@vatamaniuk-yakymchuk.net","(063)552-65-07","2000-12-27","876446839","8261135435","UA01000000000730629","селище","Золоте","78525"
"209424520","False","Віра","Запорожець","andrii03@atroshchenko-lemeshko.org","0915775450","2022-11-12","071613078","8264607235","UA01000000000932073","село","Іловайськ","69455"
"564796691","True","Юхим","Москаль","sofiiademianenko@chumak-zaichenko.net","+380633557041","2009-07-02","813938203","8330438752","UA01000000000239454","місто","Бунге ","78094"
"145275544","True","Максим","Ляшко","danchukstepan@deisun.com","+38(092)125-63-44","2021-04-17","РК 294475","8487614863","UA01000000000741801","село","Деражня","29163"
"162682441","False","Камілла","Масоха","marianahrechanyk@protsenko-protsenko.com","067 077 76 69","2014-09-18","409686568","8059272930","UA01000000000795687","хутір","Хмільник","47868"
"42812962","True","Адам","Сіробаба","symon81@mishchenko-bevz.укр","(068)572-66-26","2002-06-04","338656674","8145541147","UA01000000000811473","місто","Новоселиця","63461"
"966025612","False","Лілія","Литвин","leonidvdovenko@shcherbak.com","(095)385-14-29","2006-12-20","213782918","8478425197","UA01000000000754111","селище","Дрогобич","57245"
"722133204","False","Орина","Ільченко","adamenkodemyd@baklan.ua","(063)377-33-86","2008-09-28","МА 457664","8112784568","UA01000000000282070","селище","Кобеляки","63747"
"176460402","True","Веніямин","Слюсар","ievhenaleksandrenko@huzenko-kovpak.info","+38(073)829-79-65","2017-02-01","371807914","8359800122","UA01000000000221900","хутір","Чоп","45615"
"299535742","True","Яків","Сіробаба","babaksymon@artymovych-vysochan.укр","0680482555","2002-10-03","453332884","8408084879","UA01000000000625458","селище","Знам'янка","45397"
"698866246","False","Амалія","Абрамчук","feofanishchak@simashkevych.org","(067)692-17-17","2023-09-16","396496307","8129855754","UA01000000000552247","селище","Селидове","91968"
"688536610","True","Давид","Хмара","oleksandrhaidamaka@shcherban-matviienko.info","+380912124600","2013-12-02","РУ 111638","8058151493","UA01000000000294406","хутір","Кодима","46150"
"24657262","False","Клавдія","Носаченко","alevtynokhrymovych@bandurka-lavrenko.info","+38(093)537-26-68","2013-09-07","561284343","8077030421","UA01000000000908238","хутір","Суми","27851"
"232738224","True","Захар","Жук","kchumak@atamaniuk.info","(099)399-94-00","2016-08-12","971359084","8268618528","UA01000000000688451","місто","Кам'янське","75636"
"502605481","True","Богодар","Гузій","msheremeta@bashtan.com","0936653008","2000-03-22","050588173","8310423913","UA01000000000295940","хутір","Заставна","41537"
"682620434","False","Оксенія","Саєнко","okhrimbabak@oliinyk.ua","+380504543156","2015-01-06","348689139","8280890093","UA01000000000847175","село","Шостка","05655"
"971728220","True","Гордій","Лазаренко","liaremchuk@yesypenko.ua","0504971717","2017-04-03","087493724","8053128646","UA01000000000850233","село","Носівка","11088"
"304535032","True","Вадим","Ляшко","khomaivanenko@barannyk.info","+380971097614","2009-02-11","608511227","8448091232","UA01000000000110155","місто","Городня","59610"
"791027839","False","Тетяна","Шухевич","ptkach@kashchenko.укр","099 046 98 45","2012-02-02","КН 761912","8064832117","UA01000000000691159","хутір","Новомосковськ","95086"
"883445695","True","Павло","Килимник","alinasachenko@shtepa.info","+380634321400","2017-08-30","915331365","8039157287","UA01000000000779912","селище","Ізяслав","77094"
"223012077","True","Вадим","Яковенко","moskaloleksa@shyian-hrechko.com","0501018384","2008-08-18","568348202","8141603326","UA01000000000736125","місто","Богодухів","24648"
"185364914","True","Соломон","Аврамчук","hresparmen@haidenko.ua","+380959888060","2002-10-28","011860888","8209590641","UA01000000000917507","місто","Кагарлик","47261"
"708019816","True","Борис","Дрозд","isaievychalbina@kashchenko-valenko.укр","+38(067)850-18-51","2012-03-02","972269418","8206436590","UA01000000000465011","місто","Умань","37916"
"568287619","False","Світлана","Демʼянюк","stepaniurchuk@zabara.com","0971659633","2022-11-23","663065838","8302610395","UA01000000000206401","хутір","Старий Самбір","55693"
"608678444","False","Клавдія","Заруба","kadeniukeduard@yemelianenko.org","+380977437083","2014-06-25","ТР 354208","8410362481","UA01000000000251732","село","Корсунь-Шевченківський","10276"
"559809942","False","Михайлина","Гайдабура","stefanruban@nehoda.укр","096 878 45 00","2008-09-06","748832073","8171459904","UA01000000000713611","місто","Ворожба","68744"
"211703770","False","Данна","Єрошенко","serhii62@datsenko.info","(066)963-56-07","2016-04-02","486829477","8145548800","UA01000000000857405","місто","Корсунь-Шевченківський","50406"
"783406103","True","Дан","Артюх","priskasachenko@vernydub-atamaniuk.org","0990815417","2007-12-24","724258765","8155253678","UA01000000000572843","місто","Оріхів","84623"
"585632353","True","Єфрем","Сагаль","dbakumenko@furs-hrytsenko.укр","(092)818-91-05","2004-08-05","684526106","8251361972","UA01000000000386061","селище","Обухів","36806"
"559591805","True","Станіслав","Данькевич","snizhana21@hrytsenko.укр","+38(098)382-84-20","2010-12-25","183561064","8498829920","UA01000000000725941","селище","Бахмут","82247"
"463710758","True","Хома","Ярема","pshapoval@havryshkevych-vakarchuk.org","+38(099)431-62-82","2014-05-11","РЕ 505906","8175059100","UA01000000000389316","селище","Добромиль","13927"
"452381609","False","Тереза","Карпа","irynachubai@holyk-babiichuk.com","093 583 55 27","2016-04-05","084443782","8252524400","UA01000000000602918","селище","Нетішин","59895"
"189473208","True","Пилип","Демʼянчук","vernyhoraleon@hohol-yanovskyi.ua","+380672531462","2015-10-15","264533195","8038430710","UA01000000000942458","місто","Хрустальний","60619"
"667951050","False","Богданна","Шухевич","stetsalevtyn@tsiutsiura.ua","0501695055","2020-06-23","834390971","8329402372","UA01000000000694330","село","Корсунь-Шевченківський","72780"
"552741417","False","Марʼяна","Шовкопляс","iakiv54@andriievych.org","0688861196","2013-08-25","980248027","8151649765","UA01000000000902802","селище","Боярка","40171"
"433022783","False","Орина","Демʼянюк","baranetsviktoriia@stets.net","(092)169-67-24","2023-06-08","190995006","8179398788","UA01000000000140141","село","Борислав","55472"
"114108934","False","Аніта","Єрченко","bohuslavaieremenko@ishchenko.info","096 433 41 68","2009-01-08","012374094","8107491084","UA01000000000555939","місто","Решетилівка","82571"
"579137409","True","Захар","Павленко","tdanylenko@danyliuk-karmaliuk.info","097 196 43 92","2000-10-25","655499170","8159096112","UA01000000000537372","хутір","Моспине","92990"
"732472313","True","Роман","Андрійович","artempelekh@danchuk.info","097 587 38 00","2008-10-15","220520749","8024360812","UA01000000000351898","місто","Охтирка","24820"
"941412920","False","Амалія","Яремків","albina48@matviienko.org","050 483 09 55","2001-01-03","ВТ 996564","8350702493","UA01000000000955270","хутір","Ананьїв","45297"
"881817891","True","Михайло","Рябченко","eiarema@pryimak.info","063 669 68 24","2001-07-20","ЕВ 514003","8291397578","UA01000000000568944","місто","Берегове","42967"
"406110288","False","Марія","Щербань","boleslav02@davymuka.com","093 761 01 89","2018-11-01","267446241","8107348454","UA01000000000595547","хутір","Гнівань","43404"
"634677172","False","Златослава","Власенко","emykhaliuk@baklan.ua","0660980522","2011-02-28","РМ 748052","8138925571","UA01000000000931937","селище","Подільськ","42635"
"891871419","False","Лілія","Петлюра","pylypenkobohdanna@zinchuk.org","+380503956273","2014-04-21","820985102","8254348578","UA01000000000765560","селище","Кремінна","92072"
"947512630","False","Анжела","Рябець","erika97@abramchuk.org","(073)939-06-06","2022-10-08","066449547","8234490023","UA01000000000065683","місто","Решетилівка","38973"
"459577233","False","Ірена","Шиян","iryna50@hodunok-yurchyshyn.укр","096 401 11 52","2012-12-09","СС 242347","8006940227","UA01000000000282220","хутір","Трускавець","58922"
"113130608","True","Лукʼян","Абрагамовський","dtalan@zhalilo.укр","099 500 76 65","2020-06-15","ЕТ 436717","8371571908","UA01000000000690564","хутір","Люботин","60670"
"310073305","True","Аарон","Павленко","tbatih@chaban.net","+380739746256","2003-06-11","655903979","8134383663","UA01000000000337800","село","Носівка","02775"
"531706654","False","Тетяна","Онуфрієнко","iukhymshvaika@gereta.org","+38(097)612-20-86","2008-04-08","129940656","8244746884","UA01000000000552645","село","Дубляни","57521"
"492365426","False","Емілія","Нестеренко","panteleimon76@pylypenko.info","+38(094)311-65-41","2003-06-02","433759721","8167670912","UA01000000000060017","село","Сокаль","21890"
"788271193","True","Степан","Дубенко","zinchukhalyna@vasylenko-fesenko.ua","0732864758","2012-09-28","677539881","8205132959","UA01000000000340616","місто","Костопіль","33428"
"47991930","True","Леонтій","Мазур","fiemets@pylypenko.org","(092)616-73-39","2021-06-22","УЕ 131286","8122044586","UA01000000000151846","селище","Кременчук","21530"
"565937517","False","Аліна","Забарна","andriishynavasyl@svyrydenko.net","(098)499-75-62","2024-03-05","959680502","8047474134","UA01000000000885333","хутір","Південне ","38599"
"638852285","True","Аркадій","Ірванець","stetssviatoslav@opanasenko.ua","+38(063)250-48-74","2017-07-08","147823088","8215707382","UA01000000000628252","селище","Жмеринка","07589"
"548541199","False","Розалія","Александренко","valentynamatviienko@olifirenko.info","095 640 07 69","2000-11-28","756065845","8213562618","UA01000000000586658","місто","Кам'янка (Черкаська область)","32390"
"920123232","False","Ірена","Бандура","wovcharenko@skoryk.укр","0637664939","2005-12-19","КМ 569045","8025052431","UA01000000000446419","селище","Тернопіль","07311"
"354350739","False","Камілла","Дубенко","sofiia14@tkachenko.info","0947623530","2001-10-09","УР 321406","8399164912","UA01000000000766806","місто","Шепетівка","73542"
"200578181","False","Варвара","Шахрай","stefanabramenko@chekaliuk-vysochan.ua","0506329087","2023-03-16","909641818","8014932867","UA01000000000323046","селище","Берегове","25903"
"279137124","True","Олег","Деревʼянко","vlasiukanastasiia@duplii.com","+380993402290","2018-06-08","932273502","8166204964","UA01000000000824292","хутір","Тернопіль","05663"
"348546753","False","Данна","Данильчук","nadiia97@vasylevych.info","067 038 91 82","2000-06-05","114751785","8458408323","UA01000000000869599","хутір","Феодосія","39434"
"323231302","True","Веніямин","Яременко","khomykiaroslav@ilchenko.org","067 381 29 33","2011-11-25","805515875","8072464460","UA01000000000758004","село","Трускавець","89539"
"244236429","False","Маруся","Юрчишин","semenchenkoviktoriia@zharko.org","0994270082","2023-01-01","146293969","8200461700","UA01000000000827448","село","Мена ","44430"
"745212893","True","Левко","Євдокименко","iarynababii@bebeshko.com","(098)942-76-45","2006-04-12","РН 656564","8369931475","UA01000000000411180","селище","Апостолове","27367"
"448621573","True","Тарас","Гречаник","maksymivanchenko@yatsenko.org","+380679431112","2024-03-21","408907587","8437431662","UA01000000000692675","хутір","Мелітополь","55719"
"195881686","True","Трохим","Тригуб","kivanychuk@ostapchuk-derevianko.com","0910134974","2009-08-18","042311984","8029020229","UA01000000000087091","місто","Костопіль","27833"
"252145902","False","Наталія","Бабак","zabashtademyd@zakharenko.info","+380921846768","2019-07-04","РО 916115","8400503168","UA01000000000313592","село","Вознесенськ","65119"
"223619713","True","Богуслав","Овсієнко","maksym22@gereta.info","+38(095)387-99-74","2007-04-28","876586719","8472599820","UA01000000000183144","місто","Буча","12646"
"725901003","True","Арсен","Якименко","ydeineka@tsiutsiura.укр","0739344113","2004-11-28","ХМ 206005","8212052444","UA01000000000793182","місто","Кам'янське","52980"
"522354401","False","Марія","Вдовиченко","bazylevychnazar@furs.net","(096)688-84-89","2015-11-23","184188457","8072397978","UA01000000000615540","селище","Кремінна","20877"
"146131165","True","Трохим","Бабʼюк","zabaraiaroslav@kovaliuk.org","+38(092)690-68-19","2009-09-24","371277066","8401051992","UA01000000000514765","село","Бучач","66611"
"126667666","False","Валентина","Медведенко","uhodunok@piatachenko.укр","0989852820","2021-05-01","778913511","8031273662","UA01000000000258866","селище","Бібрка","65236"
"945670097","False","Соломія","Негода","petro26@samoilenko.ua","+38(068)285-92-92","2011-01-22","854887290","8145531818","UA01000000000831629","село","Тараща","09160"
"556430504","False","Оксана","Перебийніс","pylyp19@habelko-lupii.net","+38(097)351-99-86","2021-12-25","376547340","8142282217","UA01000000000794991","місто","Знам'янка","35293"
"394847159","False","Дарина","Бабʼюк","ukorolenko@bandurka.org","(099)868-38-71","2010-04-28","ЕО 585360","8401707170","UA01000000000838670","село","Мала Виска","81528"
"649754601","False","Амалія","Проценко","semenverkhovynets@kovaliuk.info","0991764429","2014-03-22","ОО 513480","8138711540","UA01000000000055669","місто","Верхівцеве","02427"
"270508129","True","Роман","Стельмах","stanislav06@drozd.com","073 239 03 04","2020-06-14","482662703","8063661782","UA01000000000866286","місто","Вугледар","97535"
"585854047","True","Віталій","Єресько","leonidradchenko@prokopovych.org","(094)099-89-15","2010-02-05","УХ 699300","8247959074","UA01000000000542690","селище","Бердичів","87485"
"770862368","False","Данна","Негода","klyment56@abramenko.com","(063)734-94-86","2000-03-25","078815041","8414719041","UA01000000000602353","хутір","Мирноград","49672"
"585230248","True","Демʼян","Швайка","stefanlukash@danko-yakovenko.net","+380632948914","2016-09-05","253519837","8152832458","UA01000000000452287","хутір","Умань","66583"
"342162380","False","Едита","Верхола","barannykkhoma@nikoliuk-verkhola.org","+38(095)772-40-56","2022-03-02","СР 152358","8364409336","UA01000000000197848","хутір","Євпаторія","63744"
"545492868","True","Демʼян","Єременко","nromanchuk@akymenko.укр","+38(066)714-78-19","2007-07-20","595593882","8156921439","UA01000000000959174","місто","Красногорівка","49037"
"614173001","False","Алла","Ґереґа","rzabara@babarychenko.org","+380681525685","2020-04-21","576411270","8146833986","UA01000000000178025","селище","Гадяч","39183"
"468645131","False","Світлана","Гоголь","ctsarenko@teslia.com","+380683807308","2018-08-28","ХА 963980","8364485460","UA01000000000475852","село","Дебальцеве","91941"
"827260182","False","Марʼяна","Ільєнко","pavlychenkomykhailo@drobiazko-balaban.net","0962198973","2005-11-08","404191611","8191206899","UA01000000000027804","село","Перечин","68499"
"169666372","True","Стефан","Вдовенко","adam76@franchuk.com","+380638799740","2019-02-20","938304236","8437706453","UA01000000000740896","село","Костопіль","70336"
"400346427","False","Альбіна","Бездітко","davydlubenets@shchyrytsia.net","(073)745-99-94","2008-11-14","994659739","8042543653","UA01000000000768941","хутір","Південне ","82617"
"722657358","False","Надія","Сіробаба","andriichubai@zabarna.ua","0951791657","2006-11-15","РЕ 235132","8241230511","UA01000000000216826","хутір","П'ятихатки","84005"
"712146089","False","Ганна","Скоробогатько","albert46@tymchuk-yurchyshyn.ua","0987309342","2014-09-08","ЕЕ 240829","8386005158","UA01000000000097387","хутір","Тульчин","98161"
"630780225","True","Тарас","Козак","panteleimonhrytsenko@chernenko.net","(097)659-28-47","2018-08-29","526813781","8136222758","UA01000000000989144","село","Енергодар","38814"
"278448961","True","Семен","Гавришкевич","bevzenkoiaryna@yushchenko.org","(098)641-29-44","2009-10-30","МК 808514","8159180746","UA01000000000198735","хутір","Фастів","49597"
"176204173","False","Анастасія","Коваленко","danylo61@datsiuk-huz.net","(073)345-24-37","2019-04-17","670832115","8436314133","UA01000000000989904","хутір","П'ятихатки","01567"
"843501366","False","Алла","Демʼяненко","gbabko@eibozhenko.info","0734889409","2022-04-01","633492108","8492227742","UA01000000000004489","селище","Курахове","18729"
"564086480","False","Аліна","Тиха","tymchenkobohuslav@vernyhora.org","(095)435-41-61","2007-12-06","210555755","8082414508","UA01000000000052688","селище","Кремінна","36752"
"555303486","False","Лариса","Засуха","adamchukhordii@stus.org","+380919445691","2024-07-10","РВ 645978","8100955383","UA01000000000034027","село","Верхівцеве","60759"
"709967462","True","Ілля","Гоголь-Яновський","xokhrymovych@velychko.org","0981107456","2001-08-11","913118316","8166068301","UA01000000000363856","селище","Семенівка","62686"
"815201710","True","Федір","Єрошенко","venedykt55@shchyrytsia-petliura.org","+38(092)592-92-88","2001-03-13","748136497","8491784260","UA01000000000606009","місто","Тлумач","18413"
"816659601","False","Алла","Чередник","andreikodaryna@lukash.net","0930576256","2021-02-05","ТО 292822","8010493624","UA01000000000246512","селище","Кременчук","58102"
"99396035","False","Богуслава","Голик","perebyinisstanislav@tsymbaliuk-zinchuk.укр","+380508771692","2017-01-02","700715720","8065818207","UA01000000000222340","хутір","Феодосія","35619"
"835090031","False","Володимира","Цимбал","sovsiienko@yushchenko.ua","091 816 42 29","2019-07-21","070214981","8114400501","UA01000000000234231","село","Молочанськ","56191"
